Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"MK","Macro Indicators","040","Austria","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1983","1983","millions","2460.832737","X","Figure from international organizations",""
"MK","Macro Indicators","040","Austria","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1984","1984","millions","2435.444397","X","Figure from international organizations",""
"MK","Macro Indicators","040","Austria","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1985","1985","millions","2175.440746","X","Figure from international organizations",""
"MK","Macro Indicators","040","Austria","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1986","1986","millions","3195.84336","X","Figure from international organizations",""
"MK","Macro Indicators","040","Austria","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1987","1987","millions","3970.423247","X","Figure from international organizations",""
"MK","Macro Indicators","040","Austria","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1988","1988","millions","4064.619404","X","Figure from international organizations",""
"MK","Macro Indicators","040","Austria","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1989","1989","millions","4008.512674","X","Figure from international organizations",""
"MK","Macro Indicators","040","Austria","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1990","1990","millions","5155.707566","X","Figure from international organizations",""
"MK","Macro Indicators","040","Austria","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1991","1991","millions","4885.717891","X","Figure from international organizations",""
"MK","Macro Indicators","040","Austria","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1992","1992","millions","4785.76368","X","Figure from international organizations",""
"MK","Macro Indicators","040","Austria","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1993","1993","millions","4196.591785","X","Figure from international organizations",""
"MK","Macro Indicators","040","Austria","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1994","1994","millions","4827.185427","X","Figure from international organizations",""
"MK","Macro Indicators","040","Austria","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1995","1995","millions","5203.392408","X","Figure from international organizations",""
"MK","Macro Indicators","040","Austria","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1996","1996","millions","4703.70551","X","Figure from international organizations",""
"MK","Macro Indicators","040","Austria","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1997","1997","millions","4054.607082","X","Figure from international organizations",""
"MK","Macro Indicators","040","Austria","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1998","1998","millions","3914.056155","X","Figure from international organizations",""
"MK","Macro Indicators","040","Austria","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1999","1999","millions","3740.302557","X","Figure from international organizations",""
"MK","Macro Indicators","040","Austria","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2000","2000","millions","3241.880688","X","Figure from international organizations",""
"MK","Macro Indicators","040","Austria","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2001","2001","millions","3296.901146","X","Figure from international organizations",""
"MK","Macro Indicators","040","Austria","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2002","2002","millions","3334.764898","X","Figure from international organizations",""
"MK","Macro Indicators","040","Austria","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2003","2003","millions","3904.172243","X","Figure from international organizations",""
"MK","Macro Indicators","040","Austria","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2004","2004","millions","4442.966854","X","Figure from international organizations",""
"MK","Macro Indicators","040","Austria","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2005","2005","millions","3979.281699","X","Figure from international organizations",""
"MK","Macro Indicators","040","Austria","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2006","2006","millions","4378.473482","X","Figure from international organizations",""
"MK","Macro Indicators","040","Austria","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2007","2007","millions","5505.110263","X","Figure from international organizations",""
"MK","Macro Indicators","040","Austria","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2008","2008","millions","5775.722954","X","Figure from international organizations",""
"MK","Macro Indicators","040","Austria","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2009","2009","millions","4588.97058","X","Figure from international organizations",""
"MK","Macro Indicators","040","Austria","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2010","2010","millions","4966.565223","X","Figure from international organizations",""
"MK","Macro Indicators","040","Austria","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2011","2011","millions","6043.940012","X","Figure from international organizations",""
"MK","Macro Indicators","040","Austria","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2012","2012","millions","5521.309686","X","Figure from international organizations",""
"MK","Macro Indicators","040","Austria","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2013","2013","millions","5396.163385","X","Figure from international organizations",""
"MK","Macro Indicators","040","Austria","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2014","2014","millions","5307.226845","X","Figure from international organizations",""
"MK","Macro Indicators","040","Austria","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2015","2015","millions","4313.737417","X","Figure from international organizations",""
"MK","Macro Indicators","040","Austria","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2016","2016","millions","4392.063845","X","Figure from international organizations",""
"MK","Macro Indicators","040","Austria","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2017","2017","millions","5051.05307","X","Figure from international organizations",""
"MK","Macro Indicators","040","Austria","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2018","2018","millions","5162.519021","X","Figure from international organizations",""
"MK","Macro Indicators","040","Austria","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2019","2019","millions","4831.842295","X","Figure from international organizations",""
"MK","Macro Indicators","040","Austria","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2020","2020","millions","4765.447762","X","Figure from international organizations",""
"MK","Macro Indicators","056","Belgium","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1970","1970","millions","982.886022","X","Figure from international organizations",""
"MK","Macro Indicators","056","Belgium","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1971","1971","millions","1073.499109","X","Figure from international organizations",""
"MK","Macro Indicators","056","Belgium","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1972","1972","millions","1540.205563","X","Figure from international organizations",""
"MK","Macro Indicators","056","Belgium","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1973","1973","millions","1900.337317","X","Figure from international organizations",""
"MK","Macro Indicators","056","Belgium","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1974","1974","millions","1706.011383","X","Figure from international organizations",""
"MK","Macro Indicators","056","Belgium","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1975","1975","millions","1981.435953","X","Figure from international organizations",""
"MK","Macro Indicators","056","Belgium","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1976","1976","millions","2180.406666","X","Figure from international organizations",""
"MK","Macro Indicators","056","Belgium","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1977","1977","millions","2118.411221","X","Figure from international organizations",""
"MK","Macro Indicators","056","Belgium","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1978","1978","millions","2658.801501","X","Figure from international organizations",""
"MK","Macro Indicators","056","Belgium","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1979","1979","millions","2721.716585","X","Figure from international organizations",""
"MK","Macro Indicators","056","Belgium","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1980","1980","millions","2874.27192","X","Figure from international organizations",""
"MK","Macro Indicators","056","Belgium","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1981","1981","millions","2519.771985","X","Figure from international organizations",""
"MK","Macro Indicators","056","Belgium","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1982","1982","millions","2289.001677","X","Figure from international organizations",""
"MK","Macro Indicators","056","Belgium","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1983","1983","millions","2302.347309","X","Figure from international organizations",""
"MK","Macro Indicators","056","Belgium","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1984","1984","millions","2089.779212","X","Figure from international organizations",""
"MK","Macro Indicators","056","Belgium","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1985","1985","millions","2054.334985","X","Figure from international organizations",""
"MK","Macro Indicators","056","Belgium","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1986","1986","millions","2776.924064","X","Figure from international organizations",""
"MK","Macro Indicators","056","Belgium","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1987","1987","millions","3184.144128","X","Figure from international organizations",""
"MK","Macro Indicators","056","Belgium","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1988","1988","millions","3347.701761","X","Figure from international organizations",""
"MK","Macro Indicators","056","Belgium","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1989","1989","millions","3879.757287","X","Figure from international organizations",""
"MK","Macro Indicators","056","Belgium","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1990","1990","millions","4114.739038","X","Figure from international organizations",""
"MK","Macro Indicators","056","Belgium","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1991","1991","millions","4179.177984","X","Figure from international organizations",""
"MK","Macro Indicators","056","Belgium","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1992","1992","millions","4279.512352","X","Figure from international organizations",""
"MK","Macro Indicators","056","Belgium","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1993","1993","millions","3808.94249","X","Figure from international organizations",""
"MK","Macro Indicators","056","Belgium","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1994","1994","millions","3890.864483","X","Figure from international organizations",""
"MK","Macro Indicators","056","Belgium","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1995","1995","millions","3763.45876","X","Figure from international organizations",""
"MK","Macro Indicators","056","Belgium","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1996","1996","millions","3708.587824","X","Figure from international organizations",""
"MK","Macro Indicators","056","Belgium","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1997","1997","millions","3388.318371","X","Figure from international organizations",""
"MK","Macro Indicators","056","Belgium","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1998","1998","millions","3246.205511","X","Figure from international organizations",""
"MK","Macro Indicators","056","Belgium","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1999","1999","millions","2778.312614","X","Figure from international organizations",""
"MK","Macro Indicators","056","Belgium","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2000","2000","millions","2777.775645","X","Figure from international organizations",""
"MK","Macro Indicators","056","Belgium","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2001","2001","millions","2624.048107","X","Figure from international organizations",""
"MK","Macro Indicators","056","Belgium","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2002","2002","millions","2656.906096","X","Figure from international organizations",""
"MK","Macro Indicators","056","Belgium","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2003","2003","millions","3267.142633","X","Figure from international organizations",""
"MK","Macro Indicators","056","Belgium","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2004","2004","millions","3769.967654","X","Figure from international organizations",""
"MK","Macro Indicators","056","Belgium","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2005","2005","millions","3241.182908","X","Figure from international organizations",""
"MK","Macro Indicators","056","Belgium","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2006","2006","millions","3700.726241","X","Figure from international organizations",""
"MK","Macro Indicators","056","Belgium","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2007","2007","millions","4174.026107","X","Figure from international organizations",""
"MK","Macro Indicators","056","Belgium","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2008","2008","millions","3670.269249","X","Figure from international organizations",""
"MK","Macro Indicators","056","Belgium","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2009","2009","millions","3105.814577","X","Figure from international organizations",""
"MK","Macro Indicators","056","Belgium","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2010","2010","millions","3679.780909","X","Figure from international organizations",""
"MK","Macro Indicators","056","Belgium","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2011","2011","millions","3386.921813","X","Figure from international organizations",""
"MK","Macro Indicators","056","Belgium","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2012","2012","millions","3876.300659","X","Figure from international organizations",""
"MK","Macro Indicators","056","Belgium","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2013","2013","millions","3553.299308","X","Figure from international organizations",""
"MK","Macro Indicators","056","Belgium","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2014","2014","millions","3410.369081","X","Figure from international organizations",""
"MK","Macro Indicators","056","Belgium","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2015","2015","millions","3172.263707","X","Figure from international organizations",""
"MK","Macro Indicators","056","Belgium","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2016","2016","millions","2989.706834","X","Figure from international organizations",""
"MK","Macro Indicators","056","Belgium","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2017","2017","millions","3343.856282","X","Figure from international organizations",""
"MK","Macro Indicators","056","Belgium","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2018","2018","millions","3276.322097","X","Figure from international organizations",""
"MK","Macro Indicators","056","Belgium","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2019","2019","millions","3564.294892","X","Figure from international organizations",""
"MK","Macro Indicators","056","Belgium","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2020","2020","millions","3330.186975","X","Figure from international organizations",""
"MK","Macro Indicators","100","Bulgaria","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1970","1970","millions","1474.906839","X","Figure from international organizations",""
"MK","Macro Indicators","100","Bulgaria","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1971","1971","millions","1457.162394","X","Figure from international organizations",""
"MK","Macro Indicators","100","Bulgaria","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1972","1972","millions","1704.500926","X","Figure from international organizations",""
"MK","Macro Indicators","100","Bulgaria","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1973","1973","millions","2036.047661","X","Figure from international organizations",""
"MK","Macro Indicators","100","Bulgaria","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1974","1974","millions","2205.831961","X","Figure from international organizations",""
"MK","Macro Indicators","100","Bulgaria","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1975","1975","millions","1950.475833","X","Figure from international organizations",""
"MK","Macro Indicators","100","Bulgaria","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1976","1976","millions","2083.201667","X","Figure from international organizations",""
"MK","Macro Indicators","100","Bulgaria","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1977","1977","millions","2085.6675","X","Figure from international organizations",""
"MK","Macro Indicators","100","Bulgaria","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1978","1978","millions","2304.063433","X","Figure from international organizations",""
"MK","Macro Indicators","100","Bulgaria","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1979","1979","millions","1584.921822","X","Figure from international organizations",""
"MK","Macro Indicators","100","Bulgaria","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1980","1980","millions","1638.63658","X","Figure from international organizations",""
"MK","Macro Indicators","100","Bulgaria","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1981","1981","millions","2169.582833","X","Figure from international organizations",""
"MK","Macro Indicators","100","Bulgaria","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1982","1982","millions","2435.71074","X","Figure from international organizations",""
"MK","Macro Indicators","100","Bulgaria","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1983","1983","millions","2206.705469","X","Figure from international organizations",""
"MK","Macro Indicators","100","Bulgaria","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1984","1984","millions","2581.614861","X","Figure from international organizations",""
"MK","Macro Indicators","100","Bulgaria","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1985","1985","millions","2052.644857","X","Figure from international organizations",""
"MK","Macro Indicators","100","Bulgaria","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1986","1986","millions","2375.299463","X","Figure from international organizations",""
"MK","Macro Indicators","100","Bulgaria","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1987","1987","millions","2356.779292","X","Figure from international organizations",""
"MK","Macro Indicators","100","Bulgaria","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1988","1988","millions","2629.841429","X","Figure from international organizations",""
"MK","Macro Indicators","100","Bulgaria","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1989","1989","millions","2523.685619","X","Figure from international organizations",""
"MK","Macro Indicators","100","Bulgaria","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1990","1990","millions","3984.16484","X","Figure from international organizations",""
"MK","Macro Indicators","100","Bulgaria","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1991","1991","millions","1231.879415","X","Figure from international organizations",""
"MK","Macro Indicators","100","Bulgaria","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1992","1992","millions","1048.674017","X","Figure from international organizations",""
"MK","Macro Indicators","100","Bulgaria","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1993","1993","millions","1129.08739","X","Figure from international organizations",""
"MK","Macro Indicators","100","Bulgaria","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1994","1994","millions","1170.365152","X","Figure from international organizations",""
"MK","Macro Indicators","100","Bulgaria","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1995","1995","millions","1750.759878","X","Figure from international organizations",""
"MK","Macro Indicators","100","Bulgaria","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1996","1996","millions","1179.389356","X","Figure from international organizations",""
"MK","Macro Indicators","100","Bulgaria","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1997","1997","millions","2317.170031","X","Figure from international organizations",""
"MK","Macro Indicators","100","Bulgaria","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1998","1998","millions","2015.896385","X","Figure from international organizations",""
"MK","Macro Indicators","100","Bulgaria","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1999","1999","millions","1767.169164","X","Figure from international organizations",""
"MK","Macro Indicators","100","Bulgaria","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2000","2000","millions","1453.132543","X","Figure from international organizations",""
"MK","Macro Indicators","100","Bulgaria","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2001","2001","millions","1503.907844","X","Figure from international organizations",""
"MK","Macro Indicators","100","Bulgaria","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2002","2002","millions","1592.845364","X","Figure from international organizations",""
"MK","Macro Indicators","100","Bulgaria","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2003","2003","millions","1923.239334","X","Figure from international organizations",""
"MK","Macro Indicators","100","Bulgaria","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2004","2004","millions","2210.894728","X","Figure from international organizations",""
"MK","Macro Indicators","100","Bulgaria","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2005","2005","millions","2175.546332","X","Figure from international organizations",""
"MK","Macro Indicators","100","Bulgaria","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2006","2006","millions","2095.92116","X","Figure from international organizations",""
"MK","Macro Indicators","100","Bulgaria","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2007","2007","millions","2066.827613","X","Figure from international organizations",""
"MK","Macro Indicators","100","Bulgaria","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2008","2008","millions","3197.851098","X","Figure from international organizations",""
"MK","Macro Indicators","100","Bulgaria","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2009","2009","millions","2203.610125","X","Figure from international organizations",""
"MK","Macro Indicators","100","Bulgaria","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2010","2010","millions","2044.007739","X","Figure from international organizations",""
"MK","Macro Indicators","100","Bulgaria","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2011","2011","millions","2688.739446","X","Figure from international organizations",""
"MK","Macro Indicators","100","Bulgaria","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2012","2012","millions","2405.440032","X","Figure from international organizations",""
"MK","Macro Indicators","100","Bulgaria","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2013","2013","millions","2520.483181","X","Figure from international organizations",""
"MK","Macro Indicators","100","Bulgaria","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2014","2014","millions","2602.186521","X","Figure from international organizations",""
"MK","Macro Indicators","100","Bulgaria","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2015","2015","millions","2062.117434","X","Figure from international organizations",""
"MK","Macro Indicators","100","Bulgaria","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2016","2016","millions","2186.769731","X","Figure from international organizations",""
"MK","Macro Indicators","100","Bulgaria","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2017","2017","millions","2392.278697","X","Figure from international organizations",""
"MK","Macro Indicators","100","Bulgaria","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2018","2018","millions","2246.111293","X","Figure from international organizations",""
"MK","Macro Indicators","100","Bulgaria","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2019","2019","millions","2233.776145","X","Figure from international organizations",""
"MK","Macro Indicators","100","Bulgaria","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2020","2020","millions","2450.281608","X","Figure from international organizations",""
"MK","Macro Indicators","191","Croatia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1990","1990","millions","1078.887598","X","Figure from international organizations",""
"MK","Macro Indicators","191","Croatia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1991","1991","millions","886.707154","X","Figure from international organizations",""
"MK","Macro Indicators","191","Croatia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1992","1992","millions","1082.477969","X","Figure from international organizations",""
"MK","Macro Indicators","191","Croatia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1993","1993","millions","1015.701839","X","Figure from international organizations",""
"MK","Macro Indicators","191","Croatia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1994","1994","millions","1094.766809","X","Figure from international organizations",""
"MK","Macro Indicators","191","Croatia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1995","1995","millions","1279.41351","X","Figure from international organizations",""
"MK","Macro Indicators","191","Croatia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1996","1996","millions","1342.59912","X","Figure from international organizations",""
"MK","Macro Indicators","191","Croatia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1997","1997","millions","1259.718524","X","Figure from international organizations",""
"MK","Macro Indicators","191","Croatia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1998","1998","millions","1368.616852","X","Figure from international organizations",""
"MK","Macro Indicators","191","Croatia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","1999","1999","millions","1276.944374","X","Figure from international organizations",""
"MK","Macro Indicators","191","Croatia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2000","2000","millions","1083.602497","X","Figure from international organizations",""
"MK","Macro Indicators","191","Croatia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2001","2001","millions","1154.546864","X","Figure from international organizations",""
"MK","Macro Indicators","191","Croatia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2002","2002","millions","1311.51123","X","Figure from international organizations",""
"MK","Macro Indicators","191","Croatia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2003","2003","millions","1378.127211","X","Figure from international organizations",""
"MK","Macro Indicators","191","Croatia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2004","2004","millions","1855.181969","X","Figure from international organizations",""
"MK","Macro Indicators","191","Croatia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2005","2005","millions","1771.739829","X","Figure from international organizations",""
"MK","Macro Indicators","191","Croatia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2006","2006","millions","2027.649746","X","Figure from international organizations",""
"MK","Macro Indicators","191","Croatia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2007","2007","millions","2242.579926","X","Figure from international organizations",""
"MK","Macro Indicators","191","Croatia","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2008","2008","millions","2758.518814","X","Figure from international organizations",""
