Domain Code,Domain,Area Code (M49),Area,Year Code,Year,Item Code,Item,Months Code,Months,Unit,Value,Flag,Flag Description,Note
"CP","Consumer Price Indices","040","Austria","2005","2005","23014","Food price inflation","7004","April","%","2.475903","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2005","2005","23014","Food price inflation","7005","May","%","1.999965","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2005","2005","23014","Food price inflation","7006","June","%","1.906903","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2005","2005","23014","Food price inflation","7007","July","%","1.438258","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2005","2005","23014","Food price inflation","7008","August","%","1.281208","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2005","2005","23014","Food price inflation","7009","September","%","2.052046","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2005","2005","23014","Food price inflation","7010","October","%","1.88889","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2005","2005","23014","Food price inflation","7011","November","%","2.128223","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2005","2005","23014","Food price inflation","7012","December","%","2.959701","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2006","2006","23014","Food price inflation","7001","January","%","1.907635","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2006","2006","23014","Food price inflation","7002","February","%","1.489573","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2006","2006","23014","Food price inflation","7003","March","%","0.098819","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2006","2006","23014","Food price inflation","7004","April","%","0.796015","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2006","2006","23014","Food price inflation","7005","May","%","1.394418","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2006","2006","23014","Food price inflation","7006","June","%","0.99602","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2006","2006","23014","Food price inflation","7007","July","%","2.014107","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2006","2006","23014","Food price inflation","7008","August","%","3.14402","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2006","2006","23014","Food price inflation","7009","September","%","3.238861","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2006","2006","23014","Food price inflation","7010","October","%","2.522695","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2006","2006","23014","Food price inflation","7011","November","%","2.808416","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2006","2006","23014","Food price inflation","7012","December","%","1.766438","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2007","2007","23014","Food price inflation","7001","January","%","2.857151","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2007","2007","23014","Food price inflation","7002","February","%","1.859091","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2007","2007","23014","Food price inflation","7003","March","%","3.060221","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2007","2007","23014","Food price inflation","7004","April","%","4.047379","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2007","2007","23014","Food price inflation","7005","May","%","3.929277","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2007","2007","23014","Food price inflation","7006","June","%","3.451672","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2007","2007","23014","Food price inflation","7007","July","%","3.5538","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2007","2007","23014","Food price inflation","7008","August","%","3.834808","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2007","2007","23014","Food price inflation","7009","September","%","3.431368","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2007","2007","23014","Food price inflation","7010","October","%","6.200787","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2007","2007","23014","Food price inflation","7011","November","%","6.341459","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2007","2007","23014","Food price inflation","7012","December","%","7.618133","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2008","2008","23014","Food price inflation","7001","January","%","7.567053","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2008","2008","23014","Food price inflation","7002","February","%","8.453427","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2008","2008","23014","Food price inflation","7003","March","%","7.758607","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2008","2008","23014","Food price inflation","7004","April","%","6.926","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2008","2008","23014","Food price inflation","7005","May","%","6.899814","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2008","2008","23014","Food price inflation","7006","June","%","6.768359","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2008","2008","23014","Food price inflation","7007","July","%","7.054345","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2008","2008","23014","Food price inflation","7008","August","%","6.439389","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2008","2008","23014","Food price inflation","7009","September","%","6.445505","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2008","2008","23014","Food price inflation","7010","October","%","4.819281","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2008","2008","23014","Food price inflation","7011","November","%","4.311934","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2008","2008","23014","Food price inflation","7012","December","%","2.508953","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2009","2009","23014","Food price inflation","7001","January","%","2.849506","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2009","2009","23014","Food price inflation","7002","February","%","2.214341","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2009","2009","23014","Food price inflation","7003","March","%","1.511119","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2009","2009","23014","Food price inflation","7004","April","%","0.887315","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2009","2009","23014","Food price inflation","7005","May","%","0.088421","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2009","2009","23014","Food price inflation","7006","June","%","0.357135","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2009","2009","23014","Food price inflation","7007","July","%","-0.356193","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2009","2009","23014","Food price inflation","7008","August","%","-0.62278","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2009","2009","23014","Food price inflation","7009","September","%","-0.623334","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2009","2009","23014","Food price inflation","7010","October","%","-0.972587","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2009","2009","23014","Food price inflation","7011","November","%","-0.879511","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2009","2009","23014","Food price inflation","7012","December","%","-1.923081","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2010","2010","23014","Food price inflation","7001","January","%","-1.645025","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2010","2010","23014","Food price inflation","7002","February","%","-2.25304","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2010","2010","23014","Food price inflation","7003","March","%","-0.350266","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2010","2010","23014","Food price inflation","7004","April","%","0.615648","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2010","2010","23014","Food price inflation","7005","May","%","0","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2010","2010","23014","Food price inflation","7006","June","%","0.62278","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2010","2010","23014","Food price inflation","7007","July","%","0.804278","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2010","2010","23014","Food price inflation","7008","August","%","1.342894","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2010","2010","23014","Food price inflation","7009","September","%","1.433695","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2010","2010","23014","Food price inflation","7010","October","%","1.78571","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2010","2010","23014","Food price inflation","7011","November","%","1.153509","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2010","2010","23014","Food price inflation","7012","December","%","2.406429","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2011","2011","23014","Food price inflation","7001","January","%","2.728865","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2011","2011","23014","Food price inflation","7002","February","%","4.263354","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2011","2011","23014","Food price inflation","7003","March","%","4.445532","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2011","2011","23014","Food price inflation","7004","April","%","4.295052","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2011","2011","23014","Food price inflation","7005","May","%","4.697975","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2011","2011","23014","Food price inflation","7006","June","%","4.38866","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2011","2011","23014","Food price inflation","7007","July","%","4.767038","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2011","2011","23014","Food price inflation","7008","August","%","4.095678","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2011","2011","23014","Food price inflation","7009","September","%","4.497213","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2011","2011","23014","Food price inflation","7010","October","%","4.361963","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2011","2011","23014","Food price inflation","7011","November","%","4.760669","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2011","2011","23014","Food price inflation","7012","December","%","3.940089","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2012","2012","23014","Food price inflation","7001","January","%","3.602738","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2012","2012","23014","Food price inflation","7002","February","%","3.381644","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2012","2012","23014","Food price inflation","7003","March","%","2.868073","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2012","2012","23014","Food price inflation","7004","April","%","1.714286","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2012","2012","23014","Food price inflation","7005","May","%","2.396928","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2012","2012","23014","Food price inflation","7006","June","%","2.983642","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2012","2012","23014","Food price inflation","7007","July","%","3.076926","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2012","2012","23014","Food price inflation","7008","August","%","3.664416","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2012","2012","23014","Food price inflation","7009","September","%","3.362153","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2012","2012","23014","Food price inflation","7010","October","%","3.247375","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2012","2012","23014","Food price inflation","7011","November","%","3.615604","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2012","2012","23014","Food price inflation","7012","December","%","4.757377","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2013","2013","23014","Food price inflation","7001","January","%","3.853381","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2013","2013","23014","Food price inflation","7002","February","%","3.271029","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2013","2013","23014","Food price inflation","7003","March","%","2.602225","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2013","2013","23014","Food price inflation","7004","April","%","3.932581","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2013","2013","23014","Food price inflation","7005","May","%","4.681651","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2013","2013","23014","Food price inflation","7006","June","%","4.392518","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2013","2013","23014","Food price inflation","7007","July","%","3.824625","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2013","2013","23014","Food price inflation","7008","August","%","3.255815","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2013","2013","23014","Food price inflation","7009","September","%","2.97397","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2013","2013","23014","Food price inflation","7010","October","%","3.422757","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2013","2013","23014","Food price inflation","7011","November","%","2.846652","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2013","2013","23014","Food price inflation","7012","December","%","2.543148","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2014","2014","23014","Food price inflation","7001","January","%","2.714926","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2014","2014","23014","Food price inflation","7002","February","%","2.714926","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2014","2014","23014","Food price inflation","7003","March","%","2.445658","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2014","2014","23014","Food price inflation","7004","April","%","2.07208","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2014","2014","23014","Food price inflation","7005","May","%","1.967798","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2014","2014","23014","Food price inflation","7006","June","%","1.700995","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2014","2014","23014","Food price inflation","7007","July","%","1.886801","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2014","2014","23014","Food price inflation","7008","August","%","1.891901","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2014","2014","23014","Food price inflation","7009","September","%","2.166062","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2014","2014","23014","Food price inflation","7010","October","%","1.520563","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2014","2014","23014","Food price inflation","7011","November","%","1.517848","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2014","2014","23014","Food price inflation","7012","December","%","0.974307","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2015","2015","23014","Food price inflation","7001","January","%","0.616746","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2015","2015","23014","Food price inflation","7002","February","%","0.616746","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2015","2015","23014","Food price inflation","7003","March","%","1.377284","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2015","2015","23014","Food price inflation","7004","April","%","1.299328","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2015","2015","23014","Food price inflation","7005","May","%","1.078823","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2015","2015","23014","Food price inflation","7006","June","%","1.031814","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2015","2015","23014","Food price inflation","7007","July","%","0.907278","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2015","2015","23014","Food price inflation","7008","August","%","0.770235","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2015","2015","23014","Food price inflation","7009","September","%","0.782311","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2015","2015","23014","Food price inflation","7010","October","%","0.515928","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2015","2015","23014","Food price inflation","7011","November","%","0.439761","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2015","2015","23014","Food price inflation","7012","December","%","0.476566","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2016","2016","23014","Food price inflation","7001","January","%","0.701403","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2016","2016","23014","Food price inflation","7002","February","%","1.102204","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2016","2016","23014","Food price inflation","7003","March","%","0.698603","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2016","2016","23014","Food price inflation","7004","April","%","0.897308","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2016","2016","23014","Food price inflation","7005","May","%","0.099305","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2016","2016","23014","Food price inflation","7006","June","%","0.099701","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2016","2016","23014","Food price inflation","7007","July","%","0.5","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2016","2016","23014","Food price inflation","7008","August","%","0.903614","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2016","2016","23014","Food price inflation","7009","September","%","0.501505","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2016","2016","23014","Food price inflation","7010","October","%","1.10331","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2016","2016","23014","Food price inflation","7011","November","%","1.202405","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2016","2016","23014","Food price inflation","7012","December","%","0.999001","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2017","2017","23014","Food price inflation","7001","January","%","1.791045","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2017","2017","23014","Food price inflation","7002","February","%","2.279485","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2017","2017","23014","Food price inflation","7003","March","%","1.585728","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2017","2017","23014","Food price inflation","7004","April","%","1.086957","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2017","2017","23014","Food price inflation","7005","May","%","2.083333","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2017","2017","23014","Food price inflation","7006","June","%","2.290837","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2017","2017","23014","Food price inflation","7007","July","%","2.189055","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2017","2017","23014","Food price inflation","7008","August","%","2.487562","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2017","2017","23014","Food price inflation","7009","September","%","3.093812","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2017","2017","23014","Food price inflation","7010","October","%","3.174603","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2017","2017","23014","Food price inflation","7011","November","%","3.168317","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2017","2017","23014","Food price inflation","7012","December","%","3.165183","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2018","2018","23014","Food price inflation","7001","January","%","1.955034","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2018","2018","23014","Food price inflation","7002","February","%","1.162791","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2018","2018","23014","Food price inflation","7003","March","%","1.756098","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2018","2018","23014","Food price inflation","7004","April","%","2.052786","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2018","2018","23014","Food price inflation","7005","May","%","1.943635","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2018","2018","23014","Food price inflation","7006","June","%","2.044791","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2018","2018","23014","Food price inflation","7007","July","%","2.044791","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2018","2018","23014","Food price inflation","7008","August","%","1.262136","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2018","2018","23014","Food price inflation","7009","September","%","1.25847","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2018","2018","23014","Food price inflation","7010","October","%","1.153846","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2018","2018","23014","Food price inflation","7011","November","%","0.863724","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2018","2018","23014","Food price inflation","7012","December","%","0.767018","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2019","2019","23014","Food price inflation","7001","January","%","1.150527","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2019","2019","23014","Food price inflation","7002","February","%","1.05364","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2019","2019","23014","Food price inflation","7003","March","%","1.534036","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2019","2019","23014","Food price inflation","7004","April","%","1.245211","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2019","2019","23014","Food price inflation","7005","May","%","0.953289","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2019","2019","23014","Food price inflation","7006","June","%","0.858779","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2019","2019","23014","Food price inflation","7007","July","%","1.145038","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2019","2019","23014","Food price inflation","7008","August","%","1.534036","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2019","2019","23014","Food price inflation","7009","September","%","0.764818","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2019","2019","23014","Food price inflation","7010","October","%","0.665399","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2019","2019","23014","Food price inflation","7011","November","%","0.475737","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2019","2019","23014","Food price inflation","7012","December","%","0.856327","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2020","2020","23014","Food price inflation","7001","January","%","1.232227","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2020","2020","23014","Food price inflation","7002","February","%","1.847583","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2020","2020","23014","Food price inflation","7003","March","%","1.871671","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2020","2020","23014","Food price inflation","7004","April","%","2.576254","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2020","2020","23014","Food price inflation","7005","May","%","1.258546","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2020","2020","23014","Food price inflation","7006","June","%","2.883349","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2020","2020","23014","Food price inflation","7007","July","%","2.59217","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2020","2020","23014","Food price inflation","7008","August","%","2.382531","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2020","2020","23014","Food price inflation","7009","September","%","2.970873","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2020","2020","23014","Food price inflation","7010","October","%","2.689046","E","Estimated value",""
"CP","Consumer Price Indices","040","Austria","2020","2020","23014","Food price inflation","7011","November","%","2.775852","E","Estimated value",""
